mythril-cpu16/result_top1k-cpu16-tx2/origin-t1000-gt3600/ mythril-cpu16/result_top1k-cpu16-tx2/pork-t1000-gt3600/
878.4421057701111 120.69096779823303 7.278441144317113
70.35300612449646 51.01623487472534 1.3790317199466835
1589.1924047470093 157.66284227371216 10.079688922441699
536.201917886734 73.61131620407104 7.284232174306368
522.697092294693 56.2507643699646 9.292266481160741
189.7401988506317 25.90388536453247 7.324777583768321
828.7117311954498 77.13111972808838 10.744194225585225
503.3123469352722 49.1136531829834 10.247911004707278
40.478580713272095 22.821099519729614 1.7737349016981845
93.48847794532776 42.62405180931091 2.1933268653944786
116.74186635017395 28.845195055007935 4.047185887547185
593.9375259876251 133.9239559173584 4.4348863645734244
232.29369449615479 40.2090528011322 5.7771491321878115
574.2923142910004 65.76666212081909 8.732270967864771
1603.0862746238708 211.61367297172546 7.5755325830862805
752.3901400566101 57.64075326919556 13.053093469177535
502.52025532722473 88.14974761009216 5.70075659830581
157.8205602169037 37.88973426818848 4.165259093659227
1007.3452997207642 122.3663694858551 8.232207132999953
51.18586301803589 13.052942514419556 3.921404155537419
2215.71554851532 218.78699898719788 10.127272455732026
1181.879967212677 113.41606450080872 10.420745706656481
1.5507018566131592 1.6246607303619385 0.9544773426435297
193.1969347000122 31.508134365081787 6.1316526221913845
636.2882630825043 81.62366008758545 7.795389993535472
195.78122782707214 50.41119050979614 3.8836858611586846
205.00039076805115 47.10262203216553 4.352207625046013
1044.653625011444 166.62313294410706 6.269559373618717
2436.222312450409 323.2736313343048 7.536099688659897
767.0537283420563 74.79896688461304 10.254870625757901
459.29297709465027 57.79807806015015 7.946509512248254
64.06582069396973 61.11434030532837 1.0482943998723655
912.99658036232 94.67905974388123 9.6430676733809
1804.37109708786 198.53285598754883 9.088526370672987
4.9946019649505615 4.844220876693726 1.031043400390833
202.9660837650299 37.92368936538696 5.351960401570991
1418.2698929309845 19.66581630706787 72.11853659088943
88.59157133102417 23.318241596221924 3.799238933409884
1010.9291296005249 99.34364104270935 10.17608292780321
3.2463080883026123 33.95545268058777 0.09560491267308349
92.10116910934448 17.181461811065674 5.360496686610622
527.3628466129303 62.5560359954834 8.430247189112276
598.6775314807892 63.02931571006775 9.498398082484048
146.7700333595276 28.214518547058105 5.2019329379919945
2297.2213304042816 226.53988003730774 10.14047208829617
183.76727604866028 32.194215059280396 5.708083756981893
428.2749147415161 58.02749729156494 7.3805511995391795
1116.3676993846893 174.20631337165833 6.408307929707394
445.5219671726227 99.03188824653625 4.498772820159826
965.4897923469543 82.40171527862549 11.716865226437788
64.92112684249878 26.003251314163208 2.496654209050318
568.8838491439819 85.90330624580383 6.6223743183548365
98.20888924598694 27.794022798538208 3.5334535758944585
974.5230848789215 74.36923909187317 13.103846385668
706.6620273590088 85.6226019859314 8.253218320498133
